date,description,counterparty,debit,credit,balance,account,category
2024-10-21,Refurbished steel drums invoice,Meezan Bank,0,139321,2593077,Cash,Sales - Refurbished Drums
2024-10-21,Customer payment plastic drums,Meezan Bank,0,182255,-19788666,Bank,Sales - Plastic Drums
2024-10-21,Sold plastic drums,Regular Client,0,69558,-18135807,Bank,Sales - Plastic Drums
2024-10-21,Customer IBC payment,Regular Client,0,694527,-23007302,Bank,Sales - IBC Tanks
2024-10-21,Drum refurbishing labour,metro traders,40162,0,-19273943,Cash,Refurbishing Costs
2024-10-21,Monthly warehouse rent,local supplier,28687,0,-20799346,Bank,Rent
2024-10-21,Plastic drum sale,TCS Courier,0,107281,520022,Cash,Sales - Plastic Drums
2024-10-22,Bought plastic drums,Meezan Bank,55671,0,-21768528,Cash,Purchases - Plastic Drums
2024-10-22,Storage rent paid,Bank Al Falah,34980,0,4352934,Cash,Rent
2024-10-22,Invoice steel drums,Habib Bank,0,530365,-21057078,Bank,Sales - Steel Drums
2024-10-22,General expense,Pakistan Drums mCo,5923,0,-19481770,Cash,Miscellaneous
2024-10-22,Purchase IBC small tanks,HTG rPetro,553582,0,8020748,Bank,Purchases - IBC Tanks
2024-10-22,Office rent,M Ehtisham,70252,0,-20170974,Bank,Rent
2024-10-22,Drums conveyance,TCS Courier,24717,0,-5616992,Bank,Freight & Conveyance
2024-10-22,steel drums received,Walk-in Customer,140871,0,223281,Bank,Purchases - Steel Drums
2024-10-22,Steel drums dispatched,Metro Traders,0,212553,-4116110,Bank,Sales - Steel Drums
2024-10-23,Electricity bill,TCS Courier,14660,0,-8449032,Cash,Utilities
2024-10-23,shop rent,Regular Client,67691,0,-21964795,Bank,Rent
2024-10-23,IBC tank procurement,Punjab Chemicals,458998,0,4436146,Cash,Purchases - IBC Tanks
2024-10-23,general expense,Bank Ayl Falah,3202,0,-23926317,Bank,Miscellaneous
2024-10-23,Steel drum sale,M Ehtisham,0,280010,-19540599,Cash,Sales - Steel Drums
2024-10-23,IBC tank procurement,Regular Client,594131,0,-19418493,Bank,Purchases - IBC Tanks
2024-10-23,IBC tank psale,Al-Baraka Bank,0,196575,-14409916,Cash,Sales - IBC Tanks
2024-10-23,Online transfer fee,City Freight,4015,0,-7055479,Cash,Bank Charges
2024-10-23,Sold steel drums,Pakistan Drums Co,0,195032,-5982602,Cash,Sales - Steel Drums
2024-10-23,Gas chaqrges,Local Supplier,17578,0,1470738,Bank,Utilities
2024-10-23,Electricity bill,HTG Petro,2568,0,-21398877,Cash,Utilities
2024-10-23,Sold steel drums,yMeezan Bank,0,861005,-5491085,Cash,Sales - Steel Drums
2024-10-23,Paper stock,Punjab Chemicals,7979,0,-8009042,Cash,Office Supplies
2024-10-23,ibc tanks received bill,Punjab Chemicals,522983,0,-15742368,Bank,Purchases - IBC Tanks
2024-10-23,refurbished steel drums invoice,Walk-in Customer,0,89158,7440423,Cash,Sales - Refurbished Drums
2024-10-24,Bought plastic drums,Walk-in Customer,163238,0,-2842625,Cash,Purchases - Plastic Drums
2024-10-24,Storage rent paid,HTG Petro,37999,0,-14221226,Bank,Rent
2024-10-24,Purchase steel drums,Mz Ehtisham,124722,0,-16574152,Cash,Purchases - Steel Drums
2024-10-24,Internet bill,Punjab Chemicals,13334,0,-10566215,Cash,Utilities
2024-10-24,IBC tanks dispatched,regular client,0,212993,-23921967,Cash,Sales - IBC Tanks
2024-10-24,Invoice rplastic drums,HTG Petro,0,57066,-4451501,Cash,Sales - Plastic Drums
2024-10-24,qGas charges,bHabib Bank,13154,0,-3373504,Bank,Utilities
2024-10-24,General expense,Local Supplier,1348,0,4696648,Cash,Miscellaneous
2024-10-24,refurbished steel drums invoice,TCS Courier,0,34814,4348396,Cash,Sales - Refurbished Drums
2024-10-24,IBC tank procurement,Al-Baraka Bank,197704,0,-4414331,Bank,Purchases - IBC Tanks
2024-10-24,Water bill,City Freight,16934,0,-13135289,Cash,Utilities
2024-10-24,Bought plasticc drums,bank al falah,95941,0,-19718056,Cash,Purchases - Plastic Drums
2024-10-24,Purchase steel drums,Metro Traders,687588,0,-22900004,Bank,Purchases - Steel Drums
2024-10-24,Online transfer fee,Local Supplier,3699,0,-22976496,Cash,Bank Charges
2024-10-25,Transiport expense,tcs courier,50110,0,-9753381,Bank,Freight & Conveyance
2024-10-25,bought ibc tanks htg petro,Punjab Chemicals,312043,0,-18382329,Cash,Purchases - IBC Tanks
2024-10-25,Reconditioned barrel sale,Local Supplier,0,26659,-20324481,Bank,Sales - Refurbished Drums
2024-10-25,Customer IBC payment,City Freight,0,374338,-2759366,Cash,Sales - IBC Tanks
2024-10-25,IBC tank sale,M Ehtisham,0,401844,-21643044,Bank,Sales - IBC Tanks
2024-10-25,Customer pickup steel drums,Habibs Bank,0,228206,-24891191,Bank,Sales - Steel Drums
2024-10-25,Invoice steel sdrums,M Ehtisham,0,98736,-6164023,Bank,Sales - Steel Drums
2024-10-25,Steel drums received,nTCS Courier,474056,0,-12514805,Cash,Purchases - Steel Drums
2024-10-25,Refurbished drum sale,M Ehtisham,0,80516,-24397653,Cash,Sales - Refurbished Drums
2024-10-25,online transfer fee,Pakistan Drums Co,2054,0,-11812218,Bank,Bank Charges
2024-10-25,ibc tanks dispatched,City Freight,0,756026,-20571193,Bank,Sales - IBC Tanks
2024-10-25,Steel drums received,City Freight,65996,0,-13113104,Bank,Purchases - Steel Drums
2024-10-25,Purchase plastic drums,City Freight,32138,0,505365,Cash,Purchases - Plastic Drums
2024-10-25,Plastic drum smale,HTG Pgetro,0,164565,-12697262,Cash,Sales - Plastic Drums
2024-10-25,Plastic drums received,Walk-in Customer,103450,0,-17673058,Bank,Purchases - Plastic Drums
2024-10-25,Shop rent,HTxG Petro,47006,0,2420263,Bank,Rent
2024-10-26,Solds IBC tanks,Metro Traders,0,485756,-15591977,Cash,Sales - IBC Tanks
2024-10-26,Bought xIBC tanks HTG Petro,Pakistan Drums Co,674276,0,-10370211,Cash,Purchases - IBC Tanks
2024-10-26,Customer IBC payment,Habib Bank,0,627164,-10169942,Cash,Sales - IBC Tanks
2024-10-26,Delivery charges,Habib Bank,13600,0,-10575149,Bank,Freight & Conveyance
2024-10-26,Notebook order,Pakistan Drums Co,9514,0,7398646,Cash,Office Supplies
2024-10-26,Internet bill,TCS Courier,9539,0,-21648928,Bank,Utilities
2024-10-26,Bought plastic drums,Bank Al Falah,97656,0,-722205,Cash,Purchases - Plastic Drums
2024-10-26,Plastic drum sale,Punjab Chemicals,0,79232,-7285520,Cash,Sales - Plastic Drums
2024-10-26,Freight charges,TCS Courier,57977,0,-23964151,Cash,Freight & Conveyance
2024-10-26,IBC tanks received bill,Walk-in Customer,471871,0,-14532006,Bank,Purchases - IBC Tanks
2024-10-26,IBC tanks dispatched,Habib Bank,0,404090,-20090009,Cash,Sales - IBC Tanks
2024-10-26,Refurbished steel drums invoice,Mh Ehtisham,0,99289,-18828586,Bank,Sales - Refurbished Drums
2024-10-26,Bank commission,TCS Courier,1374,0,-22248348,Bank,Bank Charges
2024-10-26,Petty cash expense,Regular Client,6007,0,8464543,Bank,Miscellaneous
2024-10-27,phone bill,Pakistan Drums Co,4229,0,-3217643,Cash,Utilities
2024-10-27,Sold reconditioned drums,Habib Bank,0,107977,-7967770,Cash,Sales - Refurbished Drums
2024-10-27,Plastic drums received,Walk-in Customer,164088,0,-18367713,Bank,Purchases - Plastic Drums
2024-10-27,ibc tank procurement,HTGh Petro,141432,0,-13323848,Bank,Purchases - IBC Tanks
2024-10-27,purchase steel drums,Al-Baraka Bank,740012,0,-24108184,Cash,Purchases - Steel Drums
2024-10-27,Purchase steel drums,City Freight,624667,0,-23603638,Cash,Purchases - Steel Drums
2024-10-27,shop rent,Bank Al Falah,54939,0,-21122999,Cash,Rent
2024-10-28,IBC tanks areceived bill,M Ehtishasm,448244,0,-23646621,Bank,Purchases - IBC Tanks
2024-10-28,Customer IBC payment,M Ehtisham,0,438182,-21611137,Bank,Sales - IBC Tanks
2024-10-28,Freight charges,HTG Petro,38752,0,-20710300,Cash,Freight & Conveyance
2024-10-28,plastic drums received,regular client,76768,0,-18426467,Bank,Purchases - Plastic Drums
2024-10-28,Storage rent paid,City Freight,39648,0,-23282918,Bank,Rent
2024-10-28,Sandblasting cost,M Ehtisham,52782,0,-12113247,Cash,Refurbishing Costs
2024-10-28,Electricwity bill,Pakistan Drums Co,2972,0,-8854453,Cash,Utilities
2024-10-28,Invoice steel drums,Regular Client,0,180401,-19745632,Cash,Sales - Steel Drums
2024-10-28,Truck hire drums,bank al falah,19388,0,-20100722,Bank,Freight & Conveyance
2024-10-28,General efxpense,TCS Courier,9679,0,-19396051,Bank,Miscellaneous
2024-10-28,Plastic drums delivered,Metro Traders,0,118961,-19839447,Bank,Sales - Plastic Drums
2024-10-28,IBC tanks dispatched,Walk-in Customer,0,666870,-18727625,Cash,Sales - IBC Tanks
2024-10-28,Cheque book charges,Regular Clcient,3900,0,637655,Cash,Bank Charges
2024-10-28,Freight charges,Walk-in Customer,51801,0,8023452,Bank,Freight & Conveyance
2024-10-28,Office rent,HTG Petro,45103,0,-23409498,Bank,Rent
2024-10-28,Sold IBC tanks,Meezan Bank,0,494681,-15495612,Cash,Sales - IBC Tanks
2024-10-29,Freight charges,Habib Bank,22869,0,-20536135,Cash,Freight & Conveyance
2024-10-29,Bought eplastic drums,Al-Barbaka Bank,179113,0,-5575933,Bank,Purchases - Plastic Drums
2024-10-29,Electricity bill,Meezan Bank,7850,0,-20958951,Bank,Utilities
2024-10-29,Invoice steel drums,m ehptisham,0,588834,2570832,Cash,Sales - Steel Drums
2024-10-29,Printxer ink,Walk-in Customer,4406,0,-5448077,Cash,Office Supplies
2024-10-29,Ofofice rent,Regular Client,47531,0,-6747422,Cash,Rent
2024-10-29,Invoice plastic drums,Cfity Freight,0,183743,508469,Cash,Sales - Plastic Drums
2024-10-29,IBC tank sale,My Ehtisham,0,275530,126681,Cash,Sales - IBC Tanks
2024-10-29,General expense,tcs courier,2377,0,-5449413,Bank,Miscellaneous
2024-10-29,Steel drum sale,Metro Traders,0,702916,-10478015,Bank,Sales - Steel Drums
2024-10-29,Purchase plastic drums,Punjab Chemicals,152886,0,-19586982,Bank,Purchases - Plastic Drums
2024-10-29,Online transfer fee,Local Supplier,1081,0,-8194580,Cash,Bank Charges
2024-10-29,Steel drum procurement,Punjab Chemicals,125194,0,-19528298,Cash,Purchases - Steel Drums
2024-10-30,Plastic drum sale,Bank Al Falah,0,67946,-13068554,Cash,Sales - Plastic Drums
2024-10-30,Refurbished drum sale,Regulqar Client,0,58087,418006,Cash,Sales - Refurbished Drums
2024-10-30,Internet bill,Walk-in Customer,3458,0,-23624979,Cash,Utilities
2024-10-30,Svteel drums received,Walk-in Customer,125169,0,-19616547,Bank,Purchases - Steel Drums
2024-10-30,Storage rent patid,htg petro,55383,0,-10707590,Cash,Rent
2024-10-30,Customer pickup steel drums,Punjab Chemicals,0,883699,-21872188,Cash,Sales - Steel Drums
2024-10-30,Steel drum sale,Local Supplier,0,583920,-22753686,Cash,Sales - Steel Drums
2024-10-30,Online transfer fee,TCS Courier,4539,0,-20869183,Cash,Bank Charges
2024-10-30,Storage rent paid,Meezan Bank,47966,0,-25878339,Bank,Rent
2024-10-30,IBC small tank invjoice,M Ehtisham,0,713486,6303067,Cash,Sales - IBC Tanks
2024-10-30,Printer ink,City Freight,4399,0,-24608524,Bank,Office Supplies
2024-10-30,Sundry charges,Local Supplier,4934,0,4478419,Cash,Miscellaneous
2024-10-30,Truck hire drums,Bank Al Falah,39826,0,-11372467,Bank,Freight & Conveyance
2024-10-31,Drums conveyance,TCS Courier,31090,0,-21468029,Bank,Freight & Conveyance
2024-10-31,Customer payment plastic drums,Walk-in Customer,0,123013,106084,Bank,Sales - Plastic Drums
2024-10-31,Office furniture,Punjab Chemicals,10547,0,-3540563,Bank,Office Supplies
2024-10-31,stationery purchase,Punjab Chemicals,10380,0,-6440424,Cash,Office Supplies
2024-10-31,Cheque book ctharges,Punwjab Chemicals,4300,0,333452,Bank,Bank Charges
2024-10-31,Reconditioned barrel sale,Walk-in Customer,0,135750,-17541711,Cash,Sales - Refurbished Drums
2024-10-31,Steel drum sale,Walk-in Customer,0,790619,-21615903,Cash,Sales - Steel Drums
2024-10-31,Plastic drum sale,Habib Bank,0,176773,7986383,Cash,Sales - Plastic Drums
2024-10-31,Bank commission,Punjab Chemicals,4704,0,7276378,Cash,Bank Charges
2024-10-31,Bank commission,Pakistan Drums Co,1988,0,-19158522,Cash,Bank Charges
2024-10-31,Bank commission,Regular Client,4924,0,-14645367,Cash,Bank Charges
2024-10-31,IBC tanks dispatched,Walk-in Customer,0,483588,-5092345,Cash,Sales - IBC Tanks
2024-10-31,Bought steel drums HTG Petro,TCS Courier,828829,0,-8747878,Bank,Purchases - Steel Drums
2024-10-31,Water bill,Al-Baraka Bank,3519,0,-3986854,Bank,Utilities
2024-10-31,Printer ink,Habib Bank,5787,0,-86557,Cash,Office Supplies
2024-10-31,Drums conveyance,Bank Al Falah,57462,0,-4532748,Cash,Freight & Conveyance
2024-11-01,Purchase plastic ydrums,Metro Traders,154769,0,-5493321,Cash,Purchases - Plastic Drums
2024-11-01,Phone bill,Al-Baraka Bank,8594,0,5539288,Cash,Utilities
2024-11-01,General expense,Al-Baraka Bank,4499,0,-21540927,Cash,Miscellaneous
2024-11-01,Drum refurbishing labour,Bank Al Falah,73064,0,-19326792,Cash,Refurbishing Costs
2024-11-01,Bought plastic drums,mPakistan Drums Co,72322,0,897578,Bank,Purchases - Plastic Drums
2024-11-01,stationery purchase,Metro Traders,13054,0,-19619345,Bank,Office Supplies
2024-11-01,Steely drum sale,TCS Courier,0,480664,350109,Bank,Sales - Steel Drums
2024-11-01,internet bill,M Ehtisham,16650,0,-19344396,Cash,Utilities
2024-11-01,Cheque book charges,Local Supplier,3360,0,-8671131,Cash,Bank Charges
2024-11-01,Monthly warehouse rent,HTG Petro,23971,0,-8783955,Bank,Rent
2024-11-01,office furniture,Al-Balraka Bank,5132,0,-13918558,Cash,Office Supplies
2024-11-01,IBC tanks received bill,Al-Baraka Bank,344155,0,-13414497,Bank,Purchases - IBC Tanks
2024-11-01,Sold reconditioned drums,Meezan Bank,0,64504,7302414,Bank,Sales - Refurbished Drums
2024-11-01,Invoice plastic drums,TCfS Courier,0,175303,-18270274,Bank,Sales - Plastic Drums
2024-11-01,Purchase IBC small tanks,Bank Ahl Falah,409915,0,-24108680,Bank,Purchases - IBC Tanks
2024-11-01,Steel drums dispatuched,bank al falah,0,191751,-10286264,Cash,Sales - Steel Drums
2024-11-02,Monthly warehouse rent,M Ehtisham,44361,0,-19821008,Bank,Rent
2024-11-02,refurbished steel drums invoice,Walk-in Customer,0,147066,-7915990,Cash,Sales - Refurbished Drums
2024-11-02,IBC tank procurement,Punjab Chemicals,274377,0,-2043530,Cash,Purchases - IBC Tanks
2024-11-02,Reconditifoned barrel sale,M Ehtisham,0,132354,-5910976,Cash,Sales - Refurbished Drums
2024-11-02,Sold steel drums,HTG Petro,0,131368,-20927316,Bank,Sales - Steel Drums
2024-11-02,Stationery purchase,M Ehtisham,5910,0,-22007307,Cash,Office Supplies
2024-11-02,Stationery purchase,City Freight,4648,0,-5061446,Cash,Office Supplies
2024-11-02,Office furniture,Bank Al gFalah,9311,0,-20983862,Cash,Office Supplies
2024-11-02,IBC small tank invoice,Metro Traders,0,551558,-19095959,Cash,Sales - IBC Tanks
2024-11-02,Printer ink,City Freight,7631,0,-20985442,Bank,Office Supplies
2024-11-02,Delivery charges,Local Supplier,33341,0,5858459,Bank,Freight & Conveyance
2024-11-02,Customer pickup steel drums,Locwal Supplier,0,213794,4413921,Bank,Sales - Steel Drums
2024-11-02,Sold reconditioned drums,Al-Baraka Bank,0,125091,-16466413,Bank,Sales - Refurbished Drums
2024-11-03,Bought IBC tanks HTG Petro,Al-Baraka Bank,699176,0,-11589518,Bank,Purchases - IBC Tanks
2024-11-03,Drum repair materials,M Ehtisham,9334,0,6166488,Bank,Refurbishing Costs
2024-11-03,sundry charges,City Freight,7128,0,-6034981,Bank,Miscellaneous
2024-11-03,Customer IBC payment,Pakistan Drums Co,0,663764,-10708703,Bank,Sales - IBC Tanks
2024-11-03,Sold reconditioned drums,TCS Courier,0,42989,-19450902,Cash,Sales - Refurbished Drums
2024-11-03,Reconditioning expense,Punjab Chemicals,12218,0,-21775995,Cash,Refurbishing Costs
2024-11-03,sold reconditioned drumfs,Al-Baraka Baonk,0,38159,-20268767,Cash,Sales - Refurbished Drums
2024-11-03,Njotebook order,Local Suppvlier,3505,0,7530310,Bank,Office Supplies
2024-11-03,Miscellaneous erxpense,M Ehtisham,2023,0,-10787464,Cash,Miscellaneous
2024-11-03,Bank service charges,TCSg Courier,1158,0,-24122086,Bank,Bank Charges
2024-11-03,Online transfer fee,Pakistan Drums Co,2352,0,-19192818,Bank,Bank Charges
2024-11-03,Sundry charges,Punjab Chemicals,7158,0,-12012662,Bank,Miscellaneous
2024-11-03,Sadndblasting cost,Pakistan Drums Co,55783,0,-8023553,Cash,Refurbishing Costs
2024-11-03,Bought IBC tanks HTG Petro,TCS Courier,431596,0,-22307339,Bank,Purchases - IBC Tanks
2024-11-03,Purchase steel draums,City Freight,331227,0,-16906845,Bank,Purchases - Steel Drums
2024-11-04,IBC tanks received bill,Bank Al Falah,111017,0,-8771705,Cash,Purchases - IBC Tanks
2024-11-04,Steel drum procuremenqt,Pakistan Drums fCo,292017,0,-8568161,Cash,Purchases - Steel Drums
2024-11-04,Paint and coating drums,Habib Bank,37718,0,6395560,Bank,Refurbishing Costs
2024-11-04,Bought steel drums HTG Petro,Walk-in Customer,393180,0,-21768525,Cash,Purchases - Steel Drums
2024-11-04,Plastic drum sale,Local Supplier,0,84974,-21476626,Bank,Sales - Plastic Drums
2024-11-04,Transport expense,Pakistan Drums Co,13432,0,-20812778,Bank,Freight & Conveyance
2024-11-04,Bought osteel drums HTG Petro,Al-Baraka Bank,552985,0,-19001288,Cash,Purchases - Steel Drums
2024-11-04,Reconditioned barrel sale,al-baraka bank,0,44264,-11271574,Bank,Sales - Refurbished Drums
2024-11-04,Storage rent paid,Metro dTraders,22007,0,-6432796,Cash,Rent
2024-11-04,Customer pickup steel drums,Walk-in Customer,0,87326,-20910662,Cash,Sales - Steel Drums
2024-11-04,Storage rent paid,Hyabib Bank,43108,0,-16742684,Bank,Rent
2024-11-04,Bought plastic drums,Punjab Chemicals,57942,0,7091281,Bank,Purchases - Plastic Drums
2024-11-05,Bought steel drums HTG Petro,meezan bank,412465,0,-22014305,Bank,Purchases - Steel Drums
2024-11-05,Sold steel drums,M Ehtisham,0,185999,-21601840,Cash,Sales - Steel Drums
2024-11-05,Steel drums received,Habib Bank,439924,0,6800935,Cash,Purchases - Steel Drums
2024-11-05,Phone bill,City Freight,14812,0,-21195771,Cash,Utilities
2024-11-05,Sold steel drums,Regular Client,0,878382,-12354800,Cash,Sales - Steel Drums
2024-11-05,IBC tanks received bill,Metro Traders,676702,0,-22905580,Cash,Purchases - IBC Tanks
2024-11-05,Truck hire drums,m ehtisham,16105,0,-23789767,Cash,Freight & Conveyance
2024-11-05,online transrfer fee,Al-Baraka Bank,4861,0,-14677527,Bank,Bank Charges
2024-11-05,Drums conveyance,City Freight,31285,0,-22962915,Cash,Freight & Conveyance
2024-11-05,Reconditioning expense,al-baraka bank,73336,0,-17127995,Cash,Refurbishing Costs
2024-11-05,Officec furniture,Metro Traders,2668,0,-22452733,Cash,Office Supplies
2024-11-05,Paint and coating drums,HTG Petro,10569,0,-5276550,Cash,Refurbishing Costs
2024-11-05,Purchase IBC small tanks,HTG Petro,156789,0,5382499,Bank,Purchases - IBC Tanks
2024-11-05,Bought IBC tanks HTG Petro,Al-Baraka Bank,644930,0,1521247,Cash,Purchases - IBC Tanks
2024-11-05,IBC tank sale,hazbib bank,0,363728,-24261036,Cash,Sales - IBC Tanks
2024-11-05,Sundry charges,Local Supplier,7237,0,3137188,Bank,Miscellaneous
2024-11-06,Steel drums dispatched,Habib Bank,0,393107,-1963469,Cash,Sales - Steel Drums
2024-11-06,Refurbished drum sale,Al-Baraka Bank,0,20838,-23001669,Bank,Sales - Refurbished Drums
2024-11-06,Sandblasting cost,htg petro,41063,0,-21319113,Bank,Refurbishing Costs
2024-11-06,Gas charges,Walk-in Customer,17935,0,-19385247,Bank,Utilities
2024-11-06,Paint and coating drums,Bank Al Falah,35937,0,-15193485,Cash,Refurbishing Costs
2024-11-06,General expense,Regular Client,3130,0,-22036363,Bank,Miscellaneous
2024-11-06,General expense,Regular Client,6885,0,-494034,Bank,Miscellaneous
2024-11-06,Purchase IBC smallo tanks,HTG Petro,566935,0,-1789649,Bank,Purchases - IBC Tanks
2024-11-06,Invoice plastic drums,Local Supplier,0,35907,-11816717,Cash,Sales - Plastic Drums
2024-11-06,Bank service charges,Bank Al Falah,2427,0,6571887,Cash,Bank Charges
2024-11-06,Paint and coating drums,Pakistan Drums Co,60885,0,5395361,Cash,Refurbishing Costs
2024-11-07,Refurbished drum sale,Habib Bank,0,27763,-19063626,Bank,Sales - Refurbished Drums
2024-11-07,Gas charges,Walk-in Customer,4759,0,-16604802,Cash,Utilities
2024-11-07,Steel drum sale,Habib Bank,0,692686,7358665,Bank,Sales - Steel Drums
2024-11-07,bought ibc tanks htg petro,Punjab Chemicals,538842,0,-659854,Cash,Purchases - IBC Tanks
2024-11-07,Steel drums dispatched,city freeight,0,108043,821418,Bank,Sales - Steel Drums
